Year,system,District,Subject,Percent P/A
2012,101.0,Elizabethton City,Chemistry,NA
2011,101.0,Elizabethton City,Chemistry,NA
2015,101.0,Elizabethton City,English I,79.0
2014,101.0,Elizabethton City,English I,77.2
2013,101.0,Elizabethton City,English I,78.1
2012,101.0,Elizabethton City,English I,78.9
2011,101.0,Elizabethton City,English I,77.0
2015,101.0,Elizabethton City,English II,67.6
2014,101.0,Elizabethton City,English II,65.6
2013,101.0,Elizabethton City,English II,76.7
2012,101.0,Elizabethton City,English II,72.2
2011,101.0,Elizabethton City,English II,72.0
2015,101.0,Elizabethton City,English III,56.6
2014,101.0,Elizabethton City,English III,58.6
2013,101.0,Elizabethton City,English III,59.4
2012,101.0,Elizabethton City,English III,54.9
2011,101.0,Elizabethton City,English III,NA
2015,101.0,Elizabethton City,Graduation Rate,96.6
2014,101.0,Elizabethton City,Graduation Rate,93.9
2013,101.0,Elizabethton City,Graduation Rate,95.5
2012,101.0,Elizabethton City,Graduation Rate,96.4
2011,101.0,Elizabethton City,Graduation Rate,NA
2015,101.0,Elizabethton City,Math,63.1
2014,101.0,Elizabethton City,Math,54.6
2013,101.0,Elizabethton City,Math,55.6
2012,101.0,Elizabethton City,Math,51.9
2011,101.0,Elizabethton City,Math,41.5
2015,101.0,Elizabethton City,ELA,56.7
2014,101.0,Elizabethton City,ELA,56.0
2013,101.0,Elizabethton City,ELA,55.0
2012,101.0,Elizabethton City,ELA,53.9
2011,101.0,Elizabethton City,ELA,53.5
2015,101.0,Elizabethton City,Science,78.3
2014,101.0,Elizabethton City,Science,72.7
2013,101.0,Elizabethton City,Science,75.7
2012,101.0,Elizabethton City,Science,74.1
2011,101.0,Elizabethton City,Science,69.6
2015,542.0,Etowah City,Algebra I,NA
2014,542.0,Etowah City,Algebra I,NA
2013,542.0,Etowah City,Algebra I,NA
2012,542.0,Etowah City,Algebra I,NA
2011,542.0,Etowah City,Algebra I,NA
2015,542.0,Etowah City,Algebra II,NA
2014,542.0,Etowah City,Algebra II,NA
2013,542.0,Etowah City,Algebra II,NA
2012,542.0,Etowah City,Algebra II,NA
2011,542.0,Etowah City,Algebra II,NA
2015,542.0,Etowah City,Biology I,NA
2014,542.0,Etowah City,Biology I,NA
2013,542.0,Etowah City,Biology I,NA
2012,542.0,Etowah City,Biology I,NA
2011,542.0,Etowah City,Biology I,NA
2015,542.0,Etowah City,Chemistry,NA
2014,542.0,Etowah City,Chemistry,NA
2013,542.0,Etowah City,Chemistry,NA
2012,542.0,Etowah City,Chemistry,NA
2011,542.0,Etowah City,Chemistry,NA
2015,542.0,Etowah City,English I,NA
2014,542.0,Etowah City,English I,NA
2013,542.0,Etowah City,English I,NA
2012,542.0,Etowah City,English I,NA
2011,542.0,Etowah City,English I,NA
2015,542.0,Etowah City,English II,NA
2014,542.0,Etowah City,English II,NA
2013,542.0,Etowah City,English II,NA
2012,542.0,Etowah City,English II,NA
2011,542.0,Etowah City,English II,NA
2015,542.0,Etowah City,English III,NA
2014,542.0,Etowah City,English III,NA
2013,542.0,Etowah City,English III,NA
2012,542.0,Etowah City,English III,NA
2011,542.0,Etowah City,English III,NA
2015,542.0,Etowah City,Graduation Rate,NA
2014,542.0,Etowah City,Graduation Rate,NA
2013,542.0,Etowah City,Graduation Rate,NA
2012,542.0,Etowah City,Graduation Rate,NA
2011,542.0,Etowah City,Graduation Rate,NA
2015,542.0,Etowah City,Math,40.2
2014,542.0,Etowah City,Math,38.9
2013,542.0,Etowah City,Math,35.4
2012,542.0,Etowah City,Math,21.5
2011,542.0,Etowah City,Math,31.2
2015,542.0,Etowah City,ELA,38.8
2014,542.0,Etowah City,ELA,36.5
2013,542.0,Etowah City,ELA,45.6
2012,542.0,Etowah City,ELA,43.0
2011,542.0,Etowah City,ELA,50.7
2015,542.0,Etowah City,Science,66.5
2014,542.0,Etowah City,Science,64.1
2013,542.0,Etowah City,Science,56.2
2012,542.0,Etowah City,Science,64.0
2011,542.0,Etowah City,Science,68.4
2015,240.0,Fayette County,Algebra I,39.7
2014,240.0,Fayette County,Algebra I,37.8
2013,240.0,Fayette County,Algebra I,50.9
2012,240.0,Fayette County,Algebra I,67.1
2011,240.0,Fayette County,Algebra I,61.1
2015,240.0,Fayette County,Algebra II,14.7
2014,240.0,Fayette County,Algebra II,13.7
2013,240.0,Fayette County,Algebra II,26.6
2012,240.0,Fayette County,Algebra II,23.5
2011,240.0,Fayette County,Algebra II,NA
2015,240.0,Fayette County,Biology I,56.1
2014,240.0,Fayette County,Biology I,47.7
2013,240.0,Fayette County,Biology I,63.3
2012,240.0,Fayette County,Biology I,62.9
2011,240.0,Fayette County,Biology I,53.7
2015,240.0,Fayette County,Chemistry,20.2
2014,240.0,Fayette County,Chemistry,17.0
2013,240.0,Fayette County,Chemistry,NA
2012,240.0,Fayette County,Chemistry,NA
2011,240.0,Fayette County,Chemistry,NA
2015,240.0,Fayette County,English I,58.9
2014,240.0,Fayette County,English I,59.3
2013,240.0,Fayette County,English I,57.6
2012,240.0,Fayette County,English I,61.1
2011,240.0,Fayette County,English I,60.9
2015,240.0,Fayette County,English II,53.2
2014,240.0,Fayette County,English II,46.6
2013,240.0,Fayette County,English II,58.3
2012,240.0,Fayette County,English II,56.3
2011,240.0,Fayette County,English II,41.0
2015,240.0,Fayette County,English III,35.4
2014,240.0,Fayette County,English III,38.4
2013,240.0,Fayette County,English III,39.2
2012,240.0,Fayette County,English III,31.9
2011,240.0,Fayette County,English III,NA
2015,240.0,Fayette County,Graduation Rate,80.6
2014,240.0,Fayette County,Graduation Rate,80.3
2013,240.0,Fayette County,Graduation Rate,84.1
2012,240.0,Fayette County,Graduation Rate,78.8
2011,240.0,Fayette County,Graduation Rate,NA
2015,240.0,Fayette County,Math,36.1
2014,240.0,Fayette County,Math,27.3
2013,240.0,Fayette County,Math,30.3
2012,240.0,Fayette County,Math,28.2
2011,240.0,Fayette County,Math,24.8
2015,240.0,Fayette County,ELA,32.6
2014,240.0,Fayette County,ELA,33.7
2013,240.0,Fayette County,ELA,34.4
2012,240.0,Fayette County,ELA,33.0
2011,240.0,Fayette County,ELA,32.8
2015,240.0,Fayette County,Science,41.1
2014,240.0,Fayette County,Science,39.3
2013,240.0,Fayette County,Science,38.8
2012,240.0,Fayette County,Science,37.4
2011,240.0,Fayette County,Science,32.4
2015,521.0,Fayetteville City,Algebra I,63.2
2014,521.0,Fayetteville City,Algebra I,48.5
2013,521.0,Fayetteville City,Algebra I,63.4
2012,521.0,Fayetteville City,Algebra I,71.4
2011,521.0,Fayetteville City,Algebra I,73.8
2015,521.0,Fayetteville City,Algebra II,56.0
2014,521.0,Fayetteville City,Algebra II,50.0
2013,521.0,Fayetteville City,Algebra II,62.0
2012,521.0,Fayetteville City,Algebra II,NA
2011,521.0,Fayetteville City,Algebra II,NA
2015,521.0,Fayetteville City,Biology I,63.9
2014,521.0,Fayetteville City,Biology I,63.1
2013,521.0,Fayetteville City,Biology I,56.4
2012,521.0,Fayetteville City,Biology I,NA
2011,521.0,Fayetteville City,Biology I,NA
2015,521.0,Fayetteville City,Chemistry,44.2
2014,521.0,Fayetteville City,Chemistry,NA
2013,521.0,Fayetteville City,Chemistry,NA
2012,521.0,Fayetteville City,Chemistry,NA
2011,521.0,Fayetteville City,Chemistry,NA
2015,521.0,Fayetteville City,English I,72.1
2014,521.0,Fayetteville City,English I,73.6
2013,521.0,Fayetteville City,English I,77.3
2012,521.0,Fayetteville City,English I,83.3
2011,521.0,Fayetteville City,English I,87.2
2015,521.0,Fayetteville City,English II,68.4
2014,521.0,Fayetteville City,English II,65.2
2013,521.0,Fayetteville City,English II,70.5
2012,521.0,Fayetteville City,English II,83.8
2011,521.0,Fayetteville City,English II,NA
2015,521.0,Fayetteville City,English III,45.9
2014,521.0,Fayetteville City,English III,60.5
2013,521.0,Fayetteville City,English III,55.0
2012,521.0,Fayetteville City,English III,NA
2011,521.0,Fayetteville City,English III,NA
2015,521.0,Fayetteville City,Graduation Rate,97.5
2014,521.0,Fayetteville City,Graduation Rate,0.0
2013,521.0,Fayetteville City,Graduation Rate,NA
2012,521.0,Fayetteville City,Graduation Rate,NA
2011,521.0,Fayetteville City,Graduation Rate,NA
2015,521.0,Fayetteville City,Math,47.6
2014,521.0,Fayetteville City,Math,43.3
2013,521.0,Fayetteville City,Math,46.5
2012,521.0,Fayetteville City,Math,45.5
2011,521.0,Fayetteville City,Math,42.5
2015,521.0,Fayetteville City,ELA,47.9
2014,521.0,Fayetteville City,ELA,47.4
2013,521.0,Fayetteville City,ELA,50.5
2012,521.0,Fayetteville City,ELA,54.7
2011,521.0,Fayetteville City,ELA,54.9
2015,521.0,Fayetteville City,Science,66.4
2014,521.0,Fayetteville City,Science,63.0
2013,521.0,Fayetteville City,Science,61.4
2012,521.0,Fayetteville City,Science,59.1
2011,521.0,Fayetteville City,Science,56.6
2015,250.0,Fentress County,Algebra I,81.3
2014,250.0,Fentress County,Algebra I,61.7
2013,250.0,Fentress County,Algebra I,41.4
2012,250.0,Fentress County,Algebra I,50.7
2011,250.0,Fentress County,Algebra I,37.7
2015,250.0,Fentress County,Algebra II,30.4
2014,250.0,Fentress County,Algebra II,42.0
2013,250.0,Fentress County,Algebra II,12.4
2012,250.0,Fentress County,Algebra II,14.0
2011,250.0,Fentress County,Algebra II,NA
2015,250.0,Fentress County,Biology I,100.0
2014,250.0,Fentress County,Biology I,54.9
2013,250.0,Fentress County,Biology I,48.8
2012,250.0,Fentress County,Biology I,48.8
2011,250.0,Fentress County,Biology I,49.4
2015,250.0,Fentress County,Chemistry,62.0
2014,250.0,Fentress County,Chemistry,11.9
2013,250.0,Fentress County,Chemistry,NA
2012,250.0,Fentress County,Chemistry,NA
2011,250.0,Fentress County,Chemistry,NA
2015,250.0,Fentress County,English I,73.8
2014,250.0,Fentress County,English I,78.4
2013,250.0,Fentress County,English I,59.5
2012,250.0,Fentress County,English I,66.6
2011,250.0,Fentress County,English I,62.0
2015,250.0,Fentress County,English II,71.8
2014,250.0,Fentress County,English II,65.8
2013,250.0,Fentress County,English II,56.0
2012,250.0,Fentress County,English II,60.9
2011,250.0,Fentress County,English II,73.9
2015,250.0,Fentress County,English III,52.9
2014,250.0,Fentress County,English III,44.8
2013,250.0,Fentress County,English III,36.4
2012,250.0,Fentress County,English III,50.8
2011,250.0,Fentress County,English III,NA
2015,250.0,Fentress County,Graduation Rate,93.8
2014,250.0,Fentress County,Graduation Rate,93.8
2013,250.0,Fentress County,Graduation Rate,97.5
2012,250.0,Fentress County,Graduation Rate,93.2
2011,250.0,Fentress County,Graduation Rate,NA
2015,250.0,Fentress County,Math,51.1
2014,250.0,Fentress County,Math,37.5
2013,250.0,Fentress County,Math,43.0
2012,250.0,Fentress County,Math,41.1
2011,250.0,Fentress County,Math,28.6
2015,250.0,Fentress County,ELA,43.6
2014,250.0,Fentress County,ELA,44.9
2013,250.0,Fentress County,ELA,44.7
2012,250.0,Fentress County,ELA,46.3
2011,250.0,Fentress County,ELA,42.7
2015,250.0,Fentress County,Science,59.5
2014,250.0,Fentress County,Science,62.3
2013,250.0,Fentress County,Science,59.6
2012,250.0,Fentress County,Science,62.8
2011,250.0,Fentress County,Science,55.6
2015,260.0,Franklin County,Algebra I,64.5
2014,260.0,Franklin County,Algebra I,52.4
2013,260.0,Franklin County,Algebra I,57.3
2012,260.0,Franklin County,Algebra I,52.3
2011,260.0,Franklin County,Algebra I,47.0
2015,260.0,Franklin County,Algebra II,53.1
2014,260.0,Franklin County,Algebra II,38.6
2013,260.0,Franklin County,Algebra II,39.9
2012,260.0,Franklin County,Algebra II,35.8
2011,260.0,Franklin County,Algebra II,NA
2015,260.0,Franklin County,Biology I,61.0
2014,260.0,Franklin County,Biology I,55.0
2013,260.0,Franklin County,Biology I,53.1
2012,260.0,Franklin County,Biology I,54.2
2011,260.0,Franklin County,Biology I,48.9
2015,260.0,Franklin County,Chemistry,29.7
2014,260.0,Franklin County,Chemistry,19.9
2013,260.0,Franklin County,Chemistry,NA
2012,260.0,Franklin County,Chemistry,NA
2011,260.0,Franklin County,Chemistry,NA
2015,260.0,Franklin County,English I,71.2
2014,260.0,Franklin County,English I,65.5
2013,260.0,Franklin County,English I,64.4
2012,260.0,Franklin County,English I,62.0
2011,260.0,Franklin County,English I,63.4
2015,260.0,Franklin County,English II,62.6
2014,260.0,Franklin County,English II,57.5
2013,260.0,Franklin County,English II,54.1
2012,260.0,Franklin County,English II,57.6
2011,260.0,Franklin County,English II,58.6
2015,260.0,Franklin County,English III,41.2
2014,260.0,Franklin County,English III,37.1
2013,260.0,Franklin County,English III,38.1
2012,260.0,Franklin County,English III,44.1
2011,260.0,Franklin County,English III,NA
2015,260.0,Franklin County,Graduation Rate,89.1
2014,260.0,Franklin County,Graduation Rate,93.6
2013,260.0,Franklin County,Graduation Rate,90.9
2012,260.0,Franklin County,Graduation Rate,90.1
2011,260.0,Franklin County,Graduation Rate,NA
2015,260.0,Franklin County,Math,45.8
2014,260.0,Franklin County,Math,43.9
2013,260.0,Franklin County,Math,42.9
2012,260.0,Franklin County,Math,44.6
2011,260.0,Franklin County,Math,39.1
2015,260.0,Franklin County,ELA,42.2
2014,260.0,Franklin County,ELA,43.4
2013,260.0,Franklin County,ELA,47.6
2012,260.0,Franklin County,ELA,49.5
2011,260.0,Franklin County,ELA,47.8
2015,260.0,Franklin County,Science,58.2
2014,260.0,Franklin County,Science,56.4
2013,260.0,Franklin County,Science,61.8
2012,260.0,Franklin County,Science,63.4
2011,260.0,Franklin County,Science,55.0
2015,941.0,Franklin SSD,Algebra I,100.0
2014,941.0,Franklin SSD,Algebra I,97.0
2013,941.0,Franklin SSD,Algebra I,100.0
2012,941.0,Franklin SSD,Algebra I,100.0
2011,941.0,Franklin SSD,Algebra I,100.0
2015,941.0,Franklin SSD,Algebra II,NA
2014,941.0,Franklin SSD,Algebra II,NA
2013,941.0,Franklin SSD,Algebra II,NA
2012,941.0,Franklin SSD,Algebra II,NA
2011,941.0,Franklin SSD,Algebra II,NA
2015,941.0,Franklin SSD,Biology I,NA
2014,941.0,Franklin SSD,Biology I,NA
2013,941.0,Franklin SSD,Biology I,NA
2012,941.0,Franklin SSD,Biology I,NA
2011,941.0,Franklin SSD,Biology I,NA
2015,941.0,Franklin SSD,Chemistry,NA
2014,941.0,Franklin SSD,Chemistry,NA
2013,941.0,Franklin SSD,Chemistry,NA
2012,941.0,Franklin SSD,Chemistry,NA
2011,941.0,Franklin SSD,Chemistry,NA
2015,941.0,Franklin SSD,English I,NA
2014,941.0,Franklin SSD,English I,NA
2013,941.0,Franklin SSD,English I,NA
2012,941.0,Franklin SSD,English I,NA
2011,941.0,Franklin SSD,English I,NA
2015,941.0,Franklin SSD,English II,NA
2014,941.0,Franklin SSD,English II,NA
2013,941.0,Franklin SSD,English II,NA
2012,941.0,Franklin SSD,English II,NA
2011,941.0,Franklin SSD,English II,NA
2015,941.0,Franklin SSD,English III,NA
2014,941.0,Franklin SSD,English III,NA
2013,941.0,Franklin SSD,English III,NA
2012,941.0,Franklin SSD,English III,NA
2011,941.0,Franklin SSD,English III,NA
2015,941.0,Franklin SSD,Graduation Rate,NA
2014,941.0,Franklin SSD,Graduation Rate,NA
2013,941.0,Franklin SSD,Graduation Rate,NA
2012,941.0,Franklin SSD,Graduation Rate,NA
2011,941.0,Franklin SSD,Graduation Rate,NA
2015,941.0,Franklin SSD,Math,73.2
2014,941.0,Franklin SSD,Math,70.9
2013,941.0,Franklin SSD,Math,71.2
2012,941.0,Franklin SSD,Math,68.1
2011,941.0,Franklin SSD,Math,59.5
2015,941.0,Franklin SSD,ELA,69.0
2014,941.0,Franklin SSD,ELA,68.9
2013,941.0,Franklin SSD,ELA,70.8
2012,941.0,Franklin SSD,ELA,70.2
2011,941.0,Franklin SSD,ELA,67.2
2015,941.0,Franklin SSD,Science,83.3
2014,941.0,Franklin SSD,Science,86.1
2013,941.0,Franklin SSD,Science,84.2
2012,941.0,Franklin SSD,Science,82.6
2011,941.0,Franklin SSD,Science,77.7
2015,796.0,Germantown City,Algebra I,90.0
2014,796.0,Germantown City,Algebra I,83.6
2013,796.0,Germantown City,Algebra I,85.4
2012,796.0,Germantown City,Algebra I,NA
2011,796.0,Germantown City,Algebra I,NA
2015,796.0,Germantown City,Algebra II,84.2
2014,796.0,Germantown City,Algebra II,75.5
2013,796.0,Germantown City,Algebra II,76.0
2012,796.0,Germantown City,Algebra II,NA
2011,796.0,Germantown City,Algebra II,NA
2015,796.0,Germantown City,Biology I,88.9
2014,796.0,Germantown City,Biology I,84.2
2013,796.0,Germantown City,Biology I,83.3
2012,796.0,Germantown City,Biology I,NA
2011,796.0,Germantown City,Biology I,NA
2015,796.0,Germantown City,Chemistry,78.5
2014,796.0,Germantown City,Chemistry,64.6
2013,796.0,Germantown City,Chemistry,NA
2012,796.0,Germantown City,Chemistry,NA
2011,796.0,Germantown City,Chemistry,NA
2015,796.0,Germantown City,English I,90.8
2014,796.0,Germantown City,English I,89.1
2013,796.0,Germantown City,English I,86.8
2012,796.0,Germantown City,English I,NA
2011,796.0,Germantown City,English I,NA
2015,796.0,Germantown City,English II,87.7
2014,796.0,Germantown City,English II,85.6
2013,796.0,Germantown City,English II,88.3
2012,796.0,Germantown City,English II,NA
2011,796.0,Germantown City,English II,NA
2015,796.0,Germantown City,English III,70.8
2014,796.0,Germantown City,English III,72.3
2013,796.0,Germantown City,English III,67.2
2012,796.0,Germantown City,English III,NA
2011,796.0,Germantown City,English III,NA
2015,796.0,Germantown City,Graduation Rate,88.7
2014,796.0,Germantown City,Graduation Rate,90.3
2013,796.0,Germantown City,Graduation Rate,NA
2012,796.0,Germantown City,Graduation Rate,NA
2011,796.0,Germantown City,Graduation Rate,NA
2015,796.0,Germantown City,Math,74.4
2014,796.0,Germantown City,Math,71.5
2013,796.0,Germantown City,Math,75.5
2012,796.0,Germantown City,Math,NA
2011,796.0,Germantown City,Math,NA
2015,796.0,Germantown City,ELA,79.4
2014,796.0,Germantown City,ELA,78.6
2013,796.0,Germantown City,ELA,79.3
2012,796.0,Germantown City,ELA,NA
2011,796.0,Germantown City,ELA,NA
2015,796.0,Germantown City,Science,88.0
2014,796.0,Germantown City,Science,88.3
2013,796.0,Germantown City,Science,88.7
2012,796.0,Germantown City,Science,NA
2011,796.0,Germantown City,Science,NA
2015,275.0,Gibson County SSD,Algebra I,83.7
2014,275.0,Gibson County SSD,Algebra I,83.3
2013,275.0,Gibson County SSD,Algebra I,86.5
2012,275.0,Gibson County SSD,Algebra I,69.7
2011,275.0,Gibson County SSD,Algebra I,72.4
